# psi logA_t_0 f_t_0 tau_t_0 phi_t_0 logL logPrior
1.916662164100038979e+00 -2.102014895348454004e+01 2.554896583066217204e+02 7.457736098060419559e-03 4.419326047725664175e+00 3.869917290159182448e+04 0.000000000000000000e+00
2.969375231340702914e-01 -2.077032720029842139e+01 2.546816922758106330e+02 3.139223558722765550e-03 1.286450075006233540e+00 3.869918396285162453e+04 0.000000000000000000e+00
6.593109050533444426e-01 -2.044657533435661279e+01 2.681184431852553871e+02 2.697699389765437824e-03 2.131176264140809185e+00 3.869918630706887052e+04 0.000000000000000000e+00
3.013938483008622438e+00 -2.086060083626272643e+01 2.297160996815803173e+02 6.870295400237145730e-03 8.154245887510196411e-01 3.869920139526963612e+04 0.000000000000000000e+00
2.743533656877289673e+00 -2.069104411510736696e+01 2.729812094277913275e+02 3.064656998135485092e-03 5.940085403642672013e+00 3.869920895202974498e+04 0.000000000000000000e+00
1.362591213748169272e+00 -2.087340129942613842e+01 2.372578249219957627e+02 4.536811794335316242e-03 3.952731931155808454e+00 3.869921120219425211e+04 0.000000000000000000e+00
4.273025980940792223e-01 -2.066648920943065804e+01 2.223167158788596680e+02 3.113536238030460007e-03 2.325185499784446108e+00 3.869921679030954692e+04 0.000000000000000000e+00
2.298733224285448795e+00 -2.100544521532838971e+01 2.591564203187253383e+02 9.687793819162533043e-03 5.027356392746275660e+00 3.869924329796270467e+04 0.000000000000000000e+00
9.912716709542097604e-01 -2.066676300223586793e+01 2.532156728912294170e+02 3.249357262554879340e-03 2.443902346815091331e+00 3.869925162247913977e+04 0.000000000000000000e+00
1.047399407240525493e+00 -2.051962285301476996e+01 2.291628897441278525e+02 4.210264108625553017e-03 3.308036986938005075e+00 3.869925632348116778e+04 0.000000000000000000e+00
1.920256145970971051e+00 -2.049695726088350867e+01 2.449599771967968422e+02 2.207980438733157455e-03 4.604765686316506290e+00 3.869926124505305779e+04 0.000000000000000000e+00
1.036448561769330423e+00 -2.104431111543157940e+01 2.417030201518817876e+02 9.290414912144240658e-03 2.994310965078350151e+00 3.869929951647489361e+04 0.000000000000000000e+00
2.438699693444837280e+00 -2.108144932074537792e+01 2.457211218205543162e+02 1.122261546228970480e-02 5.707806936150500832e+00 3.869930942139130639e+04 0.000000000000000000e+00
1.187887453921100622e+00 -2.039445516417587001e+01 2.428866408148173832e+02 1.769412557477509406e-03 3.464540358965267686e+00 3.869931663608150848e+04 0.000000000000000000e+00
2.309562739783542762e-01 -2.089666299932470039e+01 2.442125897130611918e+02 6.068287292694761123e-03 1.709614621403891199e+00 3.869932457293542393e+04 0.000000000000000000e+00
1.400658836169051402e-01 -2.088205270525280710e+01 2.351958814016920769e+02 6.186014532086139134e-03 1.104470695410170400e+00 3.869932888263685891e+04 0.000000000000000000e+00
7.532932191231030972e-01 -2.090807631900165475e+01 2.517508258916462580e+02 1.052157519327071716e-02 2.485990634491586082e+00 3.869935260154752905e+04 0.000000000000000000e+00
1.549519503805396603e-01 -2.101695301229649715e+01 2.517748484013901304e+02 1.273452476507832068e-02 1.169843522846893968e+00 3.869936067636125517e+04 0.000000000000000000e+00
2.924632704340659473e+00 -2.092859492591489712e+01 2.328548339707362231e+02 6.100672647624033086e-03 7.951521403983929925e-01 3.869936485243839707e+04 0.000000000000000000e+00
5.414130451432064284e-02 -2.067879819013205989e+01 2.659892447702433174e+02 3.399746369411801861e-03 4.402180620764251096e-01 3.869937534434071131e+04 0.000000000000000000e+00
2.902518779329930965e+00 -2.097278324761999357e+01 2.525347477774347169e+02 5.871839742441528620e-03 2.166725407316418828e-01 3.869938981721136224e+04 0.000000000000000000e+00
2.761096460677045505e-01 -2.054051911118312645e+01 2.750494461561181083e+02 2.827619839990804310e-03 1.282071891892957671e+00 3.869939622000784584e+04 0.000000000000000000e+00
2.068195960882190043e+00 -2.084975528090463470e+01 2.387497341885606659e+02 9.052017599837121689e-03 5.006416305663627497e+00 3.869940310786661576e+04 0.000000000000000000e+00
1.775865249010834868e+00 -2.068439717947618917e+01 2.209855663101953667e+02 2.906750950078407919e-03 4.818954737773049501e+00 3.869941144812696439e+04 0.000000000000000000e+00
1.151231266383429652e+00 -2.055392509276832413e+01 2.338462101188506210e+02 4.630465937108153504e-03 3.318193366318644699e+00 3.869941283835528884e+04 0.000000000000000000e+00
1.382438846840505109e+00 -2.058359494795510614e+01 2.417731322555624445e+02 5.181954646915381407e-03 3.965443490963969975e+00 3.869942356463288888e+04 0.000000000000000000e+00
1.468527177758144897e-01 -2.076329736214855615e+01 2.581653314832349224e+02 4.332173431316379240e-03 1.308304540243165892e+00 3.869942458978014474e+04 0.000000000000000000e+00
2.764227574522797770e+00 -2.095075695190351084e+01 2.528079894627618955e+02 6.200709336173672662e-03 6.005198563193450134e+00 3.869944417453308415e+04 0.000000000000000000e+00
3.813869012152424909e-01 -2.083206166284368877e+01 2.268361235126948543e+02 4.734562652557061657e-03 2.101913082765221930e+00 3.869945258820418530e+04 0.000000000000000000e+00
3.094090020972327881e+00 -2.089402503526181931e+01 2.520761477350804967e+02 1.222424772989658473e-02 6.189468911843785115e-01 3.869945758730904345e+04 0.000000000000000000e+00
1.709230722621470244e+00 -2.088983748759950743e+01 2.543577885945719004e+02 9.667106784180671750e-03 3.769793521919445833e+00 3.869946421722331434e+04 0.000000000000000000e+00
1.010133553662430739e+00 -2.097081731776015445e+01 2.525403904473686794e+02 1.326646683799106302e-02 2.591410738493354238e+00 3.869946506623401365e+04 0.000000000000000000e+00
2.441801324358261915e+00 -2.096759608881628978e+01 2.429351939259978508e+02 5.827305411405359070e-03 5.879960250197410865e+00 3.869946783247472194e+04 0.000000000000000000e+00
1.600948338121339631e+00 -2.085746265883216211e+01 2.470236830668749235e+02 9.149517791963834162e-03 4.360769899777472425e+00 3.869947561240835785e+04 0.000000000000000000e+00
1.845880171805936998e+00 -2.068786580832712474e+01 2.766997222193491552e+02 3.635357662905951571e-03 4.211012502765852261e+00 3.869947677352068422e+04 0.000000000000000000e+00
1.369966916925307698e+00 -2.076963043837478295e+01 2.315869890235900641e+02 3.661717819225980119e-03 4.074758101526515297e+00 3.869948172655964299e+04 0.000000000000000000e+00
2.449024937103877697e+00 -2.094519267967579523e+01 2.564028017055123314e+02 8.845272404538404021e-03 5.204811290823810666e+00 3.869948506475114846e+04 0.000000000000000000e+00
5.397339747301589385e-01 -2.066919436059547266e+01 2.542569933179533450e+02 4.219763441107169527e-03 2.226202081932576071e+00 3.869948726968301344e+04 0.000000000000000000e+00
1.628063730277693022e+00 -2.067081942493684465e+01 2.688714246137000146e+02 5.132779686466503073e-03 3.668286698382685618e+00 3.869949691070672998e+04 0.000000000000000000e+00
1.749384117743816969e+00 -2.089160140998150794e+01 2.433767812398573085e+02 9.365498154477833181e-03 4.727248654868104083e+00 3.869950389631297003e+04 0.000000000000000000e+00
3.037655134576164317e-01 -2.087122860750108444e+01 2.648727898966969292e+02 6.470216690508014470e-03 1.145263603182157919e+00 3.869950583218471002e+04 0.000000000000000000e+00
8.498401935984887245e-01 -2.074141608950230875e+01 2.351873716442441093e+02 6.613425513340829946e-03 3.060180437626870642e+00 3.869952134574638330e+04 0.000000000000000000e+00
3.127531689454569275e+00 -2.070807924382672027e+01 2.536883396587347761e+02 5.340512873797633592e-03 1.082386039426638247e+00 3.869954158328039921e+04 0.000000000000000000e+00
2.468430439000036003e+00 -2.074156393150266808e+01 2.502317370750407122e+02 2.982099621959704433e-03 5.704684109698777483e+00 3.869954916136082466e+04 0.000000000000000000e+00
1.891758048151510607e+00 -2.101621941723849218e+01 2.560503184006610127e+02 1.117505079677301102e-02 4.217744560126863718e+00 3.869955251692935417e+04 0.000000000000000000e+00
2.508212297041956251e+00 -2.062116170816603855e+01 2.606081366111554303e+02 3.477987456228036778e-03 6.053843191188164496e+00 3.869955795464908442e+04 0.000000000000000000e+00
2.394467647354581175e-02 -2.043884505586423472e+01 2.627077128677969426e+02 2.377444263979792711e-03 7.528089348634079414e-01 3.869956609495476732e+04 0.000000000000000000e+00
2.964665725120251505e+00 -2.096118663579716213e+01 2.458796495445827759e+02 5.640180670625563608e-03 4.538667699688440083e-01 3.869957938694901532e+04 0.000000000000000000e+00
1.131980745936555843e+00 -2.101442058871404583e+01 2.414039625861046829e+02 1.035374552296616443e-02 3.147772704819341794e+00 3.869958066252290155e+04 0.000000000000000000e+00
9.670910363149691769e-01 -2.068061639961655018e+01 2.601418180633087900e+02 6.474187696110141055e-03 2.485452690961965860e+00 3.869958390602580766e+04 0.000000000000000000e+00
2.317428040167866410e+00 -2.066691389669187728e+01 2.302769920650444533e+02 2.712890527860411551e-03 5.634077040423804306e+00 3.869959584028751851e+04 0.000000000000000000e+00
1.648012264417228812e+00 -2.089447216356164105e+01 2.627139912966298994e+02 5.586724937113374256e-03 3.871171209797310553e+00 3.869960209636023501e+04 0.000000000000000000e+00
2.508944588575959256e-01 -2.068439235623558403e+01 2.758158082300864180e+02 3.409288360778296029e-03 9.358104084993158489e-01 3.869960768524048035e+04 0.000000000000000000e+00
1.723780251226955107e+00 -2.091191058907110190e+01 2.375549156377061308e+02 9.315164364466908820e-03 4.676872600380634459e+00 3.869961091248219600e+04 0.000000000000000000e+00
2.214945374232313302e+00 -2.063984484171005818e+01 2.551673605980235209e+02 4.746606339710999350e-03 5.504856619809263663e+00 3.869961112642281660e+04 0.000000000000000000e+00
2.841713445617349176e+00 -2.087747543604551481e+01 2.558180409185477231e+02 7.984775644676894713e-03 5.980004992597073077e+00 3.869962183979275869e+04 0.000000000000000000e+00
1.045180538333942311e+00 -2.049005796434481397e+01 2.506384855777942562e+02 2.657054320009693930e-03 2.744482597129682233e+00 3.869962197188134451e+04 0.000000000000000000e+00
3.105234850559304149e+00 -2.064309365358978354e+01 2.764122290482121684e+02 3.060511678947856404e-03 4.102921241574441491e-01 3.869962454135678126e+04 0.000000000000000000e+00
1.081624824582720024e+00 -2.101147630346256889e+01 2.398535262531495675e+02 9.404226526165414962e-03 3.232490276766966986e+00 3.869962831796640967e+04 0.000000000000000000e+00
2.631545707035191306e+00 -2.092919216478166433e+01 2.459316643719869546e+02 9.042656104488793964e-03 5.809758619426550474e+00 3.869962937056290684e+04 0.000000000000000000e+00
2.684305656833248399e+00 -2.084692051885072672e+01 2.657953001202251926e+02 6.168947238717525060e-03 5.895300630822514876e+00 3.869963362630064512e+04 0.000000000000000000e+00
2.967325633478855362e+00 -2.090948767947257636e+01 2.614992217945236348e+02 6.550798522591169161e-03 3.063110639437529037e-01 3.869964386643502075e+04 0.000000000000000000e+00
1.059405626235819353e+00 -2.051784729346735858e+01 2.540870360785616242e+02 2.272224777275109499e-03 3.222360401286041398e+00 3.869964762076145416e+04 0.000000000000000000e+00
1.835117797123429817e+00 -2.086992748925412045e+01 2.575256525856471512e+02 1.037837303588797638e-02 4.186552933963938017e+00 3.869964851069938595e+04 0.000000000000000000e+00
1.761630874850903083e+00 -2.091348187145096560e+01 2.435821125183954905e+02 4.906475520995409560e-03 4.330936295504444367e+00 3.869965399809998780e+04 0.000000000000000000e+00
1.240596349163645806e+00 -2.086053232870876428e+01 2.487582735090589949e+02 1.008749909010193263e-02 3.026128716019789611e+00 3.869967345176538947e+04 0.000000000000000000e+00
1.560829250585385797e+00 -2.058208805574298594e+01 2.483343434651536654e+02 5.498762121853861991e-03 3.913464396880836471e+00 3.869967364956924575e+04 0.000000000000000000e+00
1.484908334040922595e+00 -2.088854655090563384e+01 2.617573253196542851e+02 8.430268784306804708e-03 3.492155938200883991e+00 3.869969110922041000e+04 0.000000000000000000e+00
1.386932911315185812e+00 -2.103720481206553572e+01 2.433428335625957004e+02 9.016164110518537153e-03 3.640393936131138819e+00 3.869969959274766006e+04 0.000000000000000000e+00
1.184387108944753519e+00 -2.066902639845644885e+01 2.630426517298942031e+02 5.356678727859097780e-03 3.138517149291261799e+00 3.869971382239952072e+04 0.000000000000000000e+00
6.474914912902434150e-01 -2.097809182407831230e+01 2.505658218835727666e+02 1.192690352007496138e-02 2.231937549493166806e+00 3.869971818242908193e+04 0.000000000000000000e+00
4.101375852633823427e-02 -2.076728064814254537e+01 2.468253929400203504e+02 4.182534206081473839e-03 1.307875532244144212e+00 3.869971933062242169e+04 0.000000000000000000e+00
3.585673496946437666e-01 -2.084877151403250650e+01 2.320754015318785832e+02 7.430867777102941746e-03 1.774853274722411278e+00 3.869972156429795723e+04 0.000000000000000000e+00
7.785844744018943775e-01 -2.070589598857266367e+01 2.636996121411004310e+02 4.190431429469302672e-03 2.457178079367064782e+00 3.869972156814102345e+04 0.000000000000000000e+00
2.971537010740658236e+00 -2.087539050462235934e+01 2.480505506070225010e+02 7.535147053490507014e-03 8.397747590231904313e-01 3.869972157228061405e+04 0.000000000000000000e+00
3.909899746221426331e-01 -2.083015049150122877e+01 2.354749034271733876e+02 7.326323763068361139e-03 2.137498751899535421e+00 3.869973078465233993e+04 0.000000000000000000e+00
7.219441757528158865e-01 -2.076795254581397643e+01 2.598529621355292534e+02 6.873619306480796554e-03 2.240342483865079615e+00 3.869974452049312822e+04 0.000000000000000000e+00
2.429783084206946331e+00 -2.093925460480524237e+01 2.413781714365304083e+02 1.111252835617471992e-02 5.786804644467366643e+00 3.869975216988177272e+04 0.000000000000000000e+00
1.136865811154898820e+00 -2.094714550480235715e+01 2.366224953963124733e+02 7.915730328915402889e-03 3.209165456026111141e+00 3.869975410161126638e+04 0.000000000000000000e+00
2.638773006875918092e+00 -2.059603403005296585e+01 2.388130813790579623e+02 5.027489326005999543e-03 2.706671958899252717e-01 3.869975620883464580e+04 0.000000000000000000e+00
5.652291975781515987e-01 -2.057817897915594685e+01 2.201610992722170579e+02 2.405514370497533784e-03 2.481035921643254483e+00 3.869975733363397740e+04 0.000000000000000000e+00
2.004443787910957120e+00 -2.090469932794675145e+01 2.508587252247493495e+02 7.814857140562229965e-03 4.404467422113983233e+00 3.869976983398690209e+04 0.000000000000000000e+00
7.634582264278491071e-01 -2.100596884320233926e+01 2.485420332928169387e+02 7.080884723345687998e-03 2.232921930477483663e+00 3.869977504399883765e+04 0.000000000000000000e+00
2.010382264365638605e+00 -2.085873288296944850e+01 2.342674634934573703e+02 4.512151750920036057e-03 5.220210162119458985e+00 3.869977963507858658e+04 0.000000000000000000e+00
1.992135780006742518e+00 -2.105335788784110207e+01 2.472151691777690132e+02 1.176263624588914578e-02 4.691291296398388155e+00 3.869978303215750202e+04 0.000000000000000000e+00
1.244212869574593539e+00 -2.061120882168732393e+01 2.574403512139436430e+02 3.346418779735631406e-03 3.582382915252372513e+00 3.869978942192089016e+04 0.000000000000000000e+00
2.441390864615491374e+00 -2.089053662484239737e+01 2.518220210570475217e+02 4.788142033259261236e-03 5.798349348118561508e+00 3.869979539962014678e+04 0.000000000000000000e+00
3.016029998745406449e-01 -2.094991378395680925e+01 2.498469228670965379e+02 7.740506035614330357e-03 1.667777443288091410e+00 3.869979823766363552e+04 0.000000000000000000e+00
1.459281639107885109e+00 -2.066894341827635628e+01 2.464268671927652008e+02 3.195075725269906977e-03 4.152164907211316702e+00 3.869980490177733009e+04 0.000000000000000000e+00
9.052988657968740194e-01 -2.086744978461854672e+01 2.387713420778941327e+02 9.407612968194631331e-03 2.996597174022846755e+00 3.869980528312790557e+04 0.000000000000000000e+00
3.085641850249733587e+00 -2.082174879059462569e+01 2.316910749035796471e+02 6.930420830431599857e-03 1.243283311781049560e+00 3.869980760371874931e+04 0.000000000000000000e+00
2.925333454198888017e+00 -2.077905812262221730e+01 2.619271592609188701e+02 5.663989947117010169e-03 3.968487598623794410e-01 3.869980764779776655e+04 0.000000000000000000e+00
5.677268514383987386e-01 -2.076288109619327216e+01 2.517332289072746789e+02 5.446836520463968837e-03 2.285334970785428688e+00 3.869980836232247384e+04 0.000000000000000000e+00
1.205198382956275571e+00 -2.077501053927560548e+01 2.640931487193611247e+02 6.469427461838015564e-03 3.033285422584716340e+00 3.869981300496520271e+04 0.000000000000000000e+00
